"iter","gamma","phi","lp__","C"
1,0.551910890695026,43.0193982694081,159.317866929875,0.0227172573754822
2,0.531981363348232,49.5209630417865,165.155386085846,0.0197937636139851
3,0.523575961942476,54.202620007339,170.004786999734,0.0181150822165153
4,0.552139808949674,31.8608612952757,159.098574043523,0.0304313386984706
5,0.534468617489253,40.4513106996155,170.124210111518,0.0241246895000904
6,0.556543902560876,31.0552648089171,153.828438626223,0.0311961235061087
7,0.544517649946026,38.3354210392789,155.416500900454,0.0254223794630655
8,0.536527762614845,35.9134362369632,161.845137761368,0.027090406690414
9,0.523944932339872,31.2514871774275,149.612320696367,0.0310063221115549
10,0.545954829025073,37.1341286777081,151.972946347605,0.0262232292876424
11,0.546842306177176,39.4162021816306,162.069219214686,0.0247425523928744
12,0.528709551273725,45.0085612488466,158.675707746206,0.0217350852288403
13,0.534867917953579,37.7478591797281,156.317340815479,0.0258078774200556
14,0.530213909960249,42.4713254562585,156.841259360272,0.0230036694189648
15,0.554482226880971,36.1018431164343,159.967684230578,0.0269528388889405
16,0.542015267102541,31.6515253016481,151.444403586918,0.0306264405953962
17,0.531401880858091,33.6333808660561,154.98728239887,0.0288738775999802
18,0.545550056178854,32.8665888268097,162.464623758652,0.0295276269220351
19,0.558104844355281,42.7051046179956,156.507084093417,0.022880622498001
20,0.528450343484336,30.9348660842938,157.094970507546,0.0313137370722159
21,0.536498173796026,35.5879706224141,159.175730906739,0.0273313874201974
22,0.550864086751449,34.5898390165001,160.199586615694,0.0280979073700328
23,0.544939482619434,35.7204027599536,159.345927819136,0.0272328167677555
24,0.556066125527543,26.1046236353463,145.819668864751,0.0368940743636053
25,0.535864367600454,30.8204547871695,156.68853992848,0.0314263264522295
26,0.541371922072385,31.7910153128811,157.444966463944,0.0304961584890961
27,0.540538564181724,56.3057640185812,158.23469471718,0.0174502515955594
28,0.532740101015365,41.668309196317,157.412023519441,0.0234365977662484
29,0.544538702697306,41.9256574531812,158.905052398113,0.0232960904813327
30,0.532602912230769,54.049044481811,167.680421163108,0.0181656195745671
31,0.532389667963228,41.7218690265043,158.380881636454,0.0234072156201688
32,0.536088748587952,31.7883931334848,158.068820797724,0.0304985973520843
33,0.550350363006907,44.7970650514491,162.441691391629,0.0218354603919833
34,0.557843424745444,39.8339199150331,156.109349702114,0.0244894441209855
35,0.550241344787138,39.45509233662,158.240566914746,0.0247187669645929
36,0.546452658262646,49.7658784563816,161.226182616549,0.019698270381733
37,0.556657685266072,35.3913493447357,155.414356206377,0.0274790580180742
38,0.558835802982868,35.3284827272291,159.663927450611,0.027526610662726
39,0.550882962024564,47.9207571582278,159.507642108574,0.0204412208250504
40,0.553744539714574,44.1092339918573,158.914934729273,0.0221684101348409
41,0.551707191044091,32.9105322309677,153.87269624042,0.0294893631627162
42,0.545704540503796,34.0781152170306,157.982134865232,0.0285078030507892
43,0.555536374430247,33.2131011469252,158.423019996161,0.0292285693631099
44,0.535339530971943,45.2121430687245,154.538455467764,0.0216393340277002
45,0.532020318762196,45.1052845715543,163.726559666727,0.0216894876431794
46,0.540028058846462,41.0709080752965,160.61243970582,0.0237693942381811
47,0.545261939267796,36.2007785596314,155.59441680905,0.0268811578337544
48,0.556841728719642,35.7055132586189,156.92042376972,0.0272438636930159
49,0.540072387315294,43.5413681473849,160.940780718806,0.0224510391483947
50,0.551091528827763,33.8196634817944,160.065912691551,0.0287194044974861
51,0.55252871616915,47.0773412631018,165.033964054592,0.0207998190775053
52,0.541059134284106,40.0723215072796,152.934266594562,0.0243472967512382
53,0.541646335091388,36.7203436852757,153.69597532214,0.0265108931229159
54,0.538498679205412,40.817021907164,160.235344464933,0.0239137067728078
55,0.545340525872103,47.0555994595824,167.006454296915,0.0208092295433971
56,0.552115643868051,37.8982151015363,152.58374074111,0.0257081204726153
57,0.55928314968432,42.393207349473,159.081723260927,0.0230450815019588
58,0.557632598640077,38.2574286755441,161.745893087569,0.0254728858648596
59,0.52594875328642,33.1029198891971,154.752657446452,0.0293230023484521
60,0.553131048009037,43.2047605997064,152.07367452281,0.0226219978670497
61,0.536836800272584,43.4988172950886,158.863278436559,0.0224725073785359
62,0.542728275592216,38.5639790307998,152.367308657299,0.025275516378712
63,0.553918174413305,36.873816392382,151.354505058267,0.0264034653819873
64,0.53684905882115,35.5282611244138,163.551756937605,0.0273760636071353
65,0.534463298534276,44.2763183310477,160.386265208218,0.0220866014919385
66,0.553039415758918,37.2014014604653,149.016022981648,0.0261770501020728
67,0.54889320209624,36.4766314692761,151.431794576441,0.0266832946504227
68,0.542806163622807,29.222887235578,145.095578725301,0.0330875072326913
69,0.525097681102419,40.8809374149542,159.619013717121,0.0238772114886553
70,0.558117350945203,33.1487939950848,155.884150050368,0.0292836110154852
71,0.556557790940057,39.4011572891118,154.816342361033,0.0247517662141204
72,0.549957420930843,32.6183657737153,159.612017069677,0.0297456457797796
73,0.537701479633444,47.5675928062898,162.758964440831,0.020589861309134
74,0.540253386982058,45.1591750300562,159.181216976539,0.0216641653441349
75,0.559036203095954,25.4514891312299,151.381715868318,0.0378050549456345
76,0.545289823533647,35.5570870772473,158.306649061184,0.0273544770645139
77,0.552978337471082,46.6764066018465,157.906133651759,0.0209747351211085
78,0.551512732008924,38.1518723384384,158.272244819764,0.0255415626449676
79,0.562663346625082,40.1268585626764,158.972180710937,0.0243150105538944
80,0.565363963085413,42.80373651601,161.367386415894,0.0228291027098683
81,0.554674751366592,24.1123501127585,145.248910849744,0.0398210440484398
82,0.550714941595949,34.0872858609198,157.49810672018,0.0285003520638169
83,0.538955584155238,41.3335119527964,161.565711897522,0.0236219475746553
84,0.557756824196549,43.2737236730508,161.645688507073,0.0225867606570598
85,0.535473810562945,32.4393188636609,153.980199619509,0.029904915350615
86,0.555998292628718,34.1149930710934,152.653837395362,0.0284778640843076
87,0.549441160204708,46.6043594085762,158.693319301477,0.0210064794994352
88,0.536987034453657,42.1061286175334,159.146319103664,0.023198557422604
89,0.543390744835183,45.3276806896509,164.680590117508,0.0215853672170424
90,0.560859260140194,41.3355334396832,166.366851514808,0.0236208196460955
91,0.558157139717126,36.9604870544105,154.417449377431,0.026343181492025
92,0.544722516474665,42.3061436035188,163.472830420046,0.0230914119057867
93,0.547350079956333,34.8316211643122,159.737083941205,0.0279083102440251
94,0.537139658567012,34.8625478260224,160.478589779648,0.0278842430507513
95,0.534398129315775,37.2230471573576,155.050687691696,0.0261622260486762
96,0.550602716391858,38.9915405884344,156.701482847305,0.0250052882506157
97,0.543198868284221,36.5689650213571,156.355622124352,0.0266177148992932
98,0.542208440573966,37.1934441598681,160.120496007521,0.0261825038824531
99,0.549452901254242,38.2081127871992,157.782753059432,0.0255049256113772
100,0.544632466040865,43.276070031348,163.843942672737,0.0225855636982232
101,0.552800377112529,37.4667228775887,162.88002647173,0.0259964958070971
102,0.544234832386861,33.162582172385,156.02682681308,0.029271792013671
103,0.537873092389192,37.8214847065687,147.550208082336,0.0257589323942265
104,0.53865577162579,33.7365552368084,151.420770873021,0.028788116529769
105,0.551773752579459,34.8488225388633,154.637247356683,0.0278949189730265
106,0.56467417338633,34.3268420109731,161.078837802992,0.0283070872762808
107,0.541806974334287,46.7726635326869,160.224378726399,0.0209324732190363
108,0.542164633507542,39.9560477433077,162.942665789026,0.0244164184558897
109,0.542007065962639,35.3093027527589,157.341395251897,0.0275411512804116
110,0.542709986849814,33.6755468010425,153.898391624481,0.0288387665733922
111,0.544548837192812,40.529409995639,157.839679039431,0.0240793211390436
112,0.543366428106611,39.5695805830474,163.799918423341,0.0246490100619345
113,0.552690397480402,39.8089945968205,157.000833251768,0.0245044017839614
114,0.529392839191978,50.9500119786748,166.396968246777,0.0192492737135555
115,0.536377522293687,34.3745414751054,159.342228602294,0.0282689176537805
116,0.538641867617104,30.724320900588,154.706701878817,0.0315215573292686
117,0.55398714558602,44.8877012760439,159.025403407237,0.0217923315440091
118,0.547613761878578,29.0966036115873,150.515602862996,0.0332263405168746
119,0.556509029561768,28.8831945285692,153.676004611647,0.0334636244811099
120,0.553246497108114,28.5459518672905,156.238169566412,0.0338455841426815
121,0.543591225523185,48.3952652780526,162.923669266979,0.0202448553392894
122,0.539629356762495,35.763907469685,158.464547335006,0.0272005907104566
123,0.53345901228819,33.5037648174738,154.451623051139,0.0289823445438501
124,0.542460563321251,42.9240749573803,157.614436396173,0.0227665579974149
125,0.543088413267121,34.4997387941727,159.013898573724,0.0281692213511202
126,0.530759551919667,31.9479796968489,162.896598695454,0.0303508745968918
127,0.540916743304329,33.9183316647065,159.823976738348,0.0286382525259861
128,0.550110973050662,44.2518248980248,158.730370213713,0.0220985562958732
129,0.526205787168563,43.7074007837576,161.89724251122,0.0223676613372546
130,0.556040701143955,33.9687811052812,153.373706644727,0.0285969361353855
131,0.55922081966202,34.8288359839127,156.736303049144,0.0279104797166451
132,0.536337863436088,44.4620586651929,155.049211288128,0.0219963642070092
133,0.549773531962481,38.5284397193089,158.479809067081,0.025298241142352
134,0.540192475458332,37.7132777552279,161.07298696413,0.0258309308326381
135,0.533425514359309,31.4648834000389,148.809226516392,0.0308025132164436
136,0.541103274188903,47.6189594325634,163.937600724375,0.0205681078260641
137,0.564085312470237,32.4507987616445,155.898270893387,0.0298946523557047
138,0.55051998696748,35.7745247920335,164.777441848974,0.0271927375174847
139,0.523916960059774,41.8245647931237,159.078202805605,0.0233510837723813
140,0.546991772237348,38.734223939535,163.810383440235,0.0251672211220669
141,0.550337375545281,42.9241457086252,156.58032773735,0.0227665213259602
142,0.528397154903788,41.8979518829683,163.43071224086,0.023311136222264
143,0.53236945921555,38.5330799498261,155.667280108965,0.0252952717387353
144,0.544697555722784,33.3308632200184,155.837796350501,0.029128309229839
145,0.538176992464956,37.3907502778564,157.128994222813,0.0260479410473203
146,0.535555961323649,41.2445899585211,153.644208052708,0.0236716701708284
147,0.516430357085102,43.0033822889239,158.241003044703,0.0227255258114945
148,0.533876842567976,35.7771129542369,159.87571238823,0.0271908238486348
149,0.502511700198124,34.9285285616344,141.955080385179,0.0278330351960985
150,0.538877338475622,33.1107670070296,145.321556672428,0.0293162566468798
151,0.547714683617202,41.7659554937609,163.455357492735,0.0233830856449797
152,0.526915697868138,35.6461368755196,166.464158297001,0.0272880059198824
153,0.543771402702104,30.6293899653968,149.787851942947,0.0316161646207537
154,0.556087391395418,40.8010101289947,160.028270982916,0.0239228668616877
155,0.532715955903569,42.9899716917814,153.590679977747,0.022732453819397
156,0.536691228774684,35.9110169928924,159.622504215551,0.0270921822661391
157,0.539732441433523,33.9297002601182,160.09340346834,0.0286289316127277
158,0.54528616550533,34.8314679271096,154.604371868639,0.0279084295969748
159,0.545647046753039,37.3186009935252,160.079801929508,0.0260969861652562
160,0.548477482728354,34.3266408577936,154.31844559129,0.0283072484594692
161,0.540872603506988,33.8699751716258,155.947706746867,0.0286779670785001
162,0.544868516159351,31.1673853469442,159.852766426525,0.0310873883349365
163,0.538965950608774,35.6943494493628,158.277459415013,0.0272521523069913
164,0.524195078421454,33.5441471101267,150.886897184232,0.0289484640281319
165,0.530557905676008,38.0716921121497,165.250516585336,0.0255939772746377
166,0.527947520598573,41.941185304239,163.334769664424,0.0232876664422508
167,0.543547464462505,29.3007995899876,145.791123897612,0.0330024294253421
168,0.536069830335621,33.1674066019567,155.186379914992,0.0292676588436985
169,0.554366677087998,33.0949504005996,154.183089839473,0.0293298564230324
170,0.535176930369761,29.9058727253491,150.868739068337,0.0323563100413533
171,0.524226997815225,40.8316467716903,155.507987543689,0.0239053462431881
172,0.538131812839572,36.9636159596082,157.271221603189,0.0263410103258857
173,0.530525637331007,45.1177755240963,154.47762479734,0.0216836130675363
174,0.554136566846776,45.9331408297604,156.855228316578,0.0213069055750451
175,0.55338374738389,41.0329429749534,150.728054742799,0.0237908632901551
176,0.562109145856862,35.8270105982838,162.295002583946,0.0271539824643438
177,0.54397043227475,35.4095347135017,159.912109900814,0.0274653331295983
178,0.55250276850294,42.2092362849289,161.362831302113,0.023143200065047
179,0.549900035394686,30.9539118623832,148.086180831066,0.0312950728632765
180,0.563294101907012,33.1753840711082,154.074797337312,0.0292608269718144
181,0.543279172625133,37.0149979094945,159.519336123119,0.0263054072074602
182,0.541124567289593,28.9551878742406,149.903055523186,0.0333831990705
183,0.537498074730853,39.1073080182998,159.064477744485,0.0249331119292207
184,0.540270833759918,43.8160764895853,167.524664874373,0.0223134213953867
185,0.552627478691168,35.8545365228706,160.041975507639,0.0271337016917696
186,0.532932150704178,28.8893181947771,149.74553618775,0.0334567685178828
187,0.552778349344833,39.1846996414232,159.786525328391,0.0248850933047458
188,0.557520825285697,37.0059553615128,154.98171546147,0.0263116659083556
189,0.538238325873072,32.7178796536409,157.678259132496,0.0296578554248448
190,0.527381510203078,41.7263895884345,158.253444186392,0.0234047390765422
191,0.550385642538634,34.665104215414,162.044631333023,0.0280386114662694
192,0.546344003537195,35.6010479347365,154.38336359442,0.0273216220962609
193,0.550724017679744,38.2717785789162,163.31644866859,0.0254635780752968
194,0.552082433723053,25.5915102418298,149.083586312954,0.0376059874337994
195,0.554749224121826,30.6008159868999,152.481806335876,0.0316447524777382
196,0.538760714969596,40.3587273551814,159.331006259244,0.0241786936868772
197,0.54505403916454,40.6273697366287,165.926159199641,0.0240226563995486
198,0.53096701080991,48.1845002834181,160.942706925542,0.0203316084180515
199,0.552832891316937,42.870176505634,156.239879711083,0.0227945287585423
200,0.55823819450677,34.0922494584561,153.208536771987,0.0284963208523822
201,0.568997952080329,29.1478598599105,148.623842283183,0.0331698503524544
202,0.550759199933454,36.7706769678891,163.463740506511,0.0264755646516517
203,0.55160638795332,36.8677106385172,154.541754533093,0.0264077226517848
204,0.546287941998816,38.0907281011365,154.707846775793,0.0255815137905023
205,0.542004883774629,37.8431148770286,156.178841771978,0.0257445882794376
206,0.53031042720969,50.9930961851226,158.373508183078,0.0192333227557651
207,0.557892597794518,36.2119369164076,153.067142603318,0.0268730972603331
208,0.53788869100002,38.0276459796309,161.064832694519,0.0256228623299985
209,0.555452682101388,36.1826746815305,153.884648554877,0.0268942460047588
210,0.548030245654635,30.2698095754204,154.623627508126,0.0319797278454183
211,0.551011723978167,34.5752188449948,151.211969891016,0.0281094546278721
212,0.547289697790037,32.0070881915668,153.332943991048,0.0302965228012902
213,0.535051471319791,35.1062147760004,158.367851425492,0.027696063024161
214,0.528548880577844,40.3895057710423,161.312442234094,0.024160713721294
215,0.548344698575273,40.7835409365726,157.090853294131,0.023932868722591
216,0.541359699587905,33.5171178784068,152.122558397809,0.0289711326282424
217,0.537728832484486,27.8915146470516,150.496422205155,0.0346122386526403
218,0.541758646504291,34.0329498053073,159.112757668052,0.0285445560695693
219,0.549838133666172,38.4033947772974,158.576042877296,0.025378523999058
220,0.531422119060495,42.2209744175318,157.665162851466,0.0231369147381917
221,0.53903836332962,35.5189481363658,158.101246051886,0.0273830449953238
222,0.55001298379368,34.7016124586599,159.782269519232,0.0280099393594038
223,0.54884453458017,33.5378237460979,159.652464887914,0.0289537640631738
224,0.531818036251855,28.0539394702981,152.20778347599,0.0344187403922385
225,0.55980502208976,34.9628218101272,148.653179712669,0.027806494309031
226,0.551194146018142,30.7836287623036,156.790842945415,0.031462738489635
227,0.540365976939761,34.5148233756395,161.741786085422,0.0281572567438397
228,0.54449099057219,29.4187584191473,151.633226994948,0.032874451554556
229,0.554129863657076,38.7999776483721,156.541596079789,0.0251256422512313
230,0.532368958479358,38.0454858075163,157.597673188159,0.025611155280017
231,0.548180666547867,39.8075839846038,154.419918773922,0.0245052488375025
232,0.539892353647482,34.0616444771523,157.286741265547,0.0285211950241422
233,0.543253761478342,46.3207728347463,153.431181791804,0.0211323683045542
234,0.561460543034397,33.2924295943637,149.491163263298,0.0291609551095896
235,0.523349578655568,39.7903203419961,160.275960278503,0.0245156201671317
236,0.530141466163175,35.0622386741946,156.1902836085,0.0277298369919442
237,0.552642373336147,36.9426813183984,151.232325035154,0.0263555438164329
238,0.543363357882969,38.4471481479158,165.540891446444,0.0253503750448646
239,0.551242917663253,37.6169787212684,154.796732589549,0.0258953453406557
240,0.540046694100125,34.0009260713067,158.186962498313,0.0285706726148537
241,0.53080328980943,30.4087171270991,153.295567707326,0.0318382949533845
242,0.554558473856385,42.1977973505065,154.942946924611,0.0231493284689034
243,0.548428743423234,41.0516493207654,165.027792094629,0.0237802801115388
244,0.562023433065122,34.6250392148963,152.61380501391,0.0280701445398511
245,0.543601446318157,44.5461703963876,162.123848603473,0.0219557427396643
246,0.541268065654092,42.707284507741,163.743706813139,0.0228794813327488
247,0.54997368122555,39.4713514914253,159.554541816332,0.024708836328628
248,0.552784256705386,42.2607359127059,161.249946990704,0.0231156493042065
249,0.526959366158322,40.6959767016395,158.330476954283,0.0239831292874039
250,0.546375127976098,39.6226411050861,154.69335347772,0.024616813993288
